title mz rt ions peptides
32396 qExactive01819.1917.1917.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1917%22 430.888275146484 8.5179561 0 900
32397 qExactive01819.1917.1917.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1917%22 430.888275146484 8.5179561 1 14
32398 qExactive01819.1917.1917.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1917%22 430.888275146484 8.5179561 2 1
32444 qExactive01819.333.333.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D333%22 407.932891845703 1.6058816 0 202
32445 qExactive01819.333.333.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D333%22 407.932891845703 1.6058816 1 15
32446 qExactive01819.333.333.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D333%22 407.932891845703 1.6058816 2 3
32590 qExactive01819.744.744.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D744%22 667.176452636719 3.4835743 0 1
32619 qExactive01819.244.244.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D244%22 432.885345458984 1.184716 0 688
32678 qExactive01819.1587.1587.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1587%22 432.8876953125 6.8943972 0 708
32807 qExactive01819.838.838.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D838%22 331.950958251953 3.8827392 0 309
32808 qExactive01819.838.838.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D838%22 331.950958251953 3.8827392 1 52
32809 qExactive01819.838.838.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D838%22 331.950958251953 3.8827392 2 1
33124 qExactive01819.2159.2159.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2159%22 430.888092041016 9.7733017 0 921
33125 qExactive01819.2159.2159.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2159%22 430.888092041016 9.7733017 1 15
33126 qExactive01819.2159.2159.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2159%22 430.888092041016 9.7733017 2 1
33127 qExactive01819.1629.1629.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1629%22 435.870025634766 7.061671 0 390
33128 qExactive01819.285.285.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D285%22 444.825897216797 1.3795521 1 1
33156 qExactive01819.1529.1529.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1529%22 490.86328125 6.6665035 0 26
33179 qExactive01819.620.620.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D620%22 407.932739257813 2.9472054 0 205
33180 qExactive01819.620.620.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D620%22 407.932739257813 2.9472054 1 16
33181 qExactive01819.620.620.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D620%22 407.932739257813 2.9472054 2 2
33193 qExactive01819.1519.1519.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1519%22 352.905853271484 6.6302418 0 201
33194 qExactive01819.1519.1519.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1519%22 352.905853271484 6.6302418 1 28
33400 qExactive01819.984.984.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D984%22 425.943450927734 4.4840463 0 248
33401 qExactive01819.984.984.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D984%22 425.943450927734 4.4840463 1 18
33459 qExactive01819.364.364.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D364%22 444.950042724609 1.7546258 0 233
33460 qExactive01819.364.364.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D364%22 444.950042724609 1.7546258 1 64
33461 qExactive01819.364.364.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D364%22 444.950042724609 1.7546258 2 9
33462 qExactive01819.364.364.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D364%22 444.950042724609 1.7546258 3 1
33599 qExactive01819.1697.1697.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1697%22 510.852600097656 7.3509786 0 8
33711 qExactive01819.1419.1419.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1419%22 462.836242675781 6.2356699 0 2
33778 qExactive01819.1287.1287.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1287%22 538.889343261719 5.7135437 0 28
33779 qExactive01819.1287.1287.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1287%22 538.889343261719 5.7135437 1 12
33780 qExactive01819.1287.1287.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1287%22 538.889343261719 5.7135437 2 1
33898 qExactive01819.880.880.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D880%22 371.911773681641 4.0557168 0 243
33899 qExactive01819.880.880.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D880%22 371.911773681641 4.0557168 1 32
33900 qExactive01819.880.880.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D880%22 371.911773681641 4.0557168 2 4
33911 qExactive01819.1358.1358.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1358%22 432.885955810547 5.9929355 0 654
33924 qExactive01819.161.161.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D161%22 434.882446289063 0.79023588 0 634
33925 qExactive01819.1361.1361.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1361%22 434.882476806641 6.006974 0 653
33973 qExactive01819.1797.1797.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1797%22 430.887939453125 7.896251 0 909
33974 qExactive01819.1797.1797.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1797%22 430.887939453125 7.896251 1 10
33983 qExactive01819.1758.1758.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1758%22 434.870819091797 7.6542684 0 373
33995 qExactive01819.1599.1599.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1599%22 443.969818115234 6.9426705 0 623
33996 qExactive01819.1599.1599.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1599%22 443.969818115234 6.9426705 1 97
33997 qExactive01819.1599.1599.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1599%22 443.969818115234 6.9426705 2 11
33998 qExactive01819.145.145.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D145%22 444.950042724609 0.71167165 0 244
33999 qExactive01819.145.145.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D145%22 444.950042724609 0.71167165 1 54
34000 qExactive01819.145.145.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D145%22 444.950042724609 0.71167165 2 9
34001 qExactive01819.692.692.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D692%22 607.2099609375 3.2617087 0 5
34002 qExactive01819.692.692.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D692%22 607.2099609375 3.2617087 2 1
34003 qExactive01819.692.692.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D692%22 607.2099609375 3.2617087 6 1
34057 qExactive01819.1517.1517.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1517%22 443.969482421875 6.6210195 0 597
34058 qExactive01819.1517.1517.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1517%22 443.969482421875 6.6210195 1 112
34059 qExactive01819.1517.1517.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1517%22 443.969482421875 6.6210195 2 21
34091 qExactive01819.1120.1120.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1120%22 430.887939453125 5.0370449 0 904
34092 qExactive01819.1120.1120.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1120%22 430.887939453125 5.0370449 1 14
34093 qExactive01819.1120.1120.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1120%22 430.887939453125 5.0370449 2 1
34195 qExactive01819.1420.1420.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1420%22 428.891448974609 6.2397487 0 772
34196 qExactive01819.1420.1420.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1420%22 428.891448974609 6.2397487 1 11
34229 qExactive01819.1458.1458.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1458%22 373.894989013672 6.3875115 0 376
34350 qExactive01819.1617.1617.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1617%22 430.887756347656 7.0110336 0 944
34351 qExactive01819.1617.1617.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1617%22 430.887756347656 7.0110336 1 11
34352 qExactive01819.1685.1685.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1685%22 374.903350830078 7.2965041 0 191
34443 qExactive01819.3009.3009.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3009%22 430.888275146484 14.204614 0 900
34444 qExactive01819.3009.3009.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3009%22 430.888275146484 14.204614 1 14
34445 qExactive01819.3009.3009.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3009%22 430.888275146484 14.204614 2 1
34634 qExactive01819.756.756.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D756%22 533.190979003906 3.5384091 0 2
34669 qExactive01819.1073.1073.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1073%22 394.877899169922 4.8491852 0 817
34670 qExactive01819.2818.2818.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2818%22 432.885284423828 13.242464 0 688
34831 qExactive01819.1780.1780.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1780%22 428.891448974609 7.7888782 0 778
34832 qExactive01819.1780.1780.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1780%22 428.891448974609 7.7888782 1 5
34939 qExactive01819.1230.1230.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1230%22 432.886016845703 5.4829959 0 684
34981 qExactive01819.684.684.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D684%22 444.950103759766 3.2277598 0 228
34982 qExactive01819.684.684.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D684%22 444.950103759766 3.2277598 1 59
34983 qExactive01819.684.684.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D684%22 444.950103759766 3.2277598 2 12
35149 qExactive01819.461.461.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D461%22 354.885162353516 2.1975231 0 329
35150 qExactive01819.461.461.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D461%22 354.885162353516 2.1975231 1 5
35257 qExactive01819.1416.1416.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1416%22 354.885345458984 6.2243442 0 244
35258 qExactive01819.1416.1416.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1416%22 354.885345458984 6.2243442 1 2
35462 qExactive01819.359.359.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D359%22 428.891265869141 1.7347711 0 777
35463 qExactive01819.359.359.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D359%22 428.891265869141 1.7347711 1 11
35483 qExactive01819.1514.1514.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1514%22 435.869720458984 6.6088456 0 396
35550 qExactive01819.1217.1217.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1217%22 374.892211914063 5.4352791 0 335
35551 qExactive01819.1217.1217.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1217%22 374.892211914063 5.4352791 1 1
35623 qExactive01819.899.899.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D899%22 353.901184082031 4.1362247 0 124
35624 qExactive01819.899.899.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D899%22 353.901184082031 4.1362247 1 23
35738 qExactive01819.707.707.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D707%22 667.879943847656 3.3288283 0 797
35739 qExactive01819.707.707.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D707%22 667.879943847656 3.3288283 1 58
35740 qExactive01819.707.707.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D707%22 667.879943847656 3.3288283 2 3
35741 qExactive01819.707.707.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D707%22 667.879943847656 3.3288283 3 1
35770 qExactive01819.1581.1581.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1581%22 354.88525390625 6.8699533 0 333
35771 qExactive01819.1581.1581.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1581%22 354.88525390625 6.8699533 1 1
35817 qExactive01819.1282.1282.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1282%22 430.887878417969 5.6937162 0 907
35818 qExactive01819.1282.1282.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1282%22 430.887878417969 5.6937162 1 11
35830 qExactive01819.715.715.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D715%22 373.894866943359 3.3668587 0 382
35863 qExactive01819.1669.1669.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1669%22 416.85986328125 7.228399 0 343
36048 qExactive01819.1584.1584.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1584%22 356.893005371094 6.8825045 0 161
36049 qExactive01819.1584.1584.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1584%22 356.893005371094 6.8825045 1 38
36050 qExactive01819.1584.1584.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1584%22 356.893005371094 6.8825045 2 4
36051 qExactive01819.1584.1584.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1584%22 356.893005371094 6.8825045 3 1
36163 qExactive01819.2324.2324.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2324%22 430.888092041016 10.602196 0 926
36164 qExactive01819.2324.2324.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2324%22 430.888092041016 10.602196 1 11
36165 qExactive01819.1083.1083.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1083%22 366.988494873047 4.8897237 0 23
36166 qExactive01819.1083.1083.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1083%22 366.988494873047 4.8897237 1 5
36167 qExactive01819.1862.1862.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1862%22 338.971740722656 8.2334335 0 29
36168 qExactive01819.1862.1862.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1862%22 338.971740722656 8.2334335 1 3
36356 qExactive01819.747.747.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D747%22 353.901214599609 3.4968082 0 148
36473 qExactive01819.2120.2120.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2120%22 430.888153076172 9.5639685 0 921
36474 qExactive01819.2120.2120.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2120%22 430.888153076172 9.5639685 1 15
36475 qExactive01819.2120.2120.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2120%22 430.888153076172 9.5639685 2 1
36476 qExactive01819.1089.1089.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1089%22 391.284088134766 4.9096284 0 5
36935 qExactive01819.867.867.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D867%22 435.869812011719 4.0055416 0 398
36936 qExactive01819.867.867.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D867%22 435.869812011719 4.0055416 1 1
37059 qExactive01819.296.296.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D296%22 432.885375976563 1.4405327 0 688
37117 qExactive01819.1682.1682.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1682%22 444.949920654297 7.2836738 0 244
37118 qExactive01819.1682.1682.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1682%22 444.949920654297 7.2836738 1 52
37119 qExactive01819.1682.1682.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1682%22 444.949920654297 7.2836738 2 7
37140 qExactive01819.2770.2770.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2770%22 434.882293701172 12.991863 0 621
